2021-02-14 09:00:12.000 - INFO - 5842 - azureml.train.automl.automlconfig._start_execution:153 - No compute target or run config provided. Running local legacy run.
2021-02-14 09:00:12.001 - INFO - 5842 - azureml.train.automl.automlconfig._start_execution:196 - Submitting local legacy run.
2021-02-14 09:00:12.003 - INFO - 5842 - azureml.automl.core.package_utilities._log_activity:54 - ActivityStarted: PackagesCheck
2021-02-14 09:00:12.030 - INFO - 5842 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:278 - Package: azureml-core, Version: 1.20.0 found.
2021-02-14 09:07:44.496 - INFO - 16984 - azureml.automl.runtime.shared.runner._log_activity:92 - ActivityCompleted: Activity=TimeFit, HowEnded=Success, Duration=746.31[ms]
2021-02-14 09:07:44.496 - INFO - 16984 - azureml.automl.runtime.shared.metrics_utilities._log_activity:54 - ActivityStarted: Predict
2021-02-14 09:07:44.519 - INFO - 16984 - azureml.automl.runtime.shared.metrics_utilities._log_activity:92 - ActivityCompleted: Activity=Predict, HowEnded=Success, Duration=22.3[ms]
2021-02-14 09:07:44.519 - INFO - 16984 - azureml.automl.runtime.shared.metrics_utilities._log_activity:54 - ActivityStarted: ComputeMetrics
2021-02-14 09:07:44.520 - INFO - 16984 - azureml.automl.runtime.shared.metrics_utilities.log_classification_debug:139 - Classification metrics debug: {'y_test': (6590,), 'y_pred_probs': (6590, 2), 'unique_y_test': (2,), 'class_labels': (2,), 'train_labels': (2,), 'n_missing_train': 0, 'n_missing_valid': 0, 'sample_weight': None}
2021-02-14 09:07:44.621 - INFO - 16984 - azureml.automl.runtime.shared.metrics_utilities._log_activity:92 - ActivityCompleted: Activity=ComputeMetrics, HowEnded=Success, Duration=102.39[ms]
2021-02-14 09:07:44.622 - INFO - 16984 - azureml.automl.runtime.shared.runner._log_activity:92 - ActivityCompleted: Activity=RunCV, HowEnded=Success, Duration=5365.94[ms]
2021-02-14 09:07:44.622 - INFO - 16984 - azureml.automl.runtime.shared.runner._log_activity:54 - ActivityStarted: RunCVMean
2021-02-14 09:07:44.628 - INFO - 16984 - azureml.automl.runtime.shared.runner._log_activity:92 - ActivityCompleted: Activity=RunCVMean, HowEnded=Success, Duration=5.89[ms]
2021-02-14 09:07:44.628 - INFO - 16984 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: get
2021-02-14 09:07:44.628 - INFO - 16984 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: dataset_cached_keys
2021-02-14 09:07:44.698 - INFO - 16984 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=get, HowEnded=Success, Duration=69.78[ms]
2021-02-14 09:07:44.857 - INFO - 16984 - azureml.automl.runtime.shared.runner._log_activity:92 - ActivityCompleted: Activity=Run, HowEnded=Success, Duration=5881.39[ms]
2021-02-14 09:07:47.125 - INFO - 5842 - azureml.automl.runtime.shared.resource_limits.__init__:78 - Limits set to mem_in_mb=None, wall_time_in_s=1500, total_wall_time_in_s=31449600, cpu_time_in_s=None, num_processes=None, grace_period_in_s=None, 
2021-02-14 09:07:47.126 - INFO - 5842 - azureml.automl.runtime.shared.limit_function_call_spawn.execute:100 - Calling function <bound method ClientRunner._run of <azureml.automl.runtime.shared.runner.ClientRunner object at 0x7f30ad24f390>> with argument types: [<class 'azureml.automl.runtime.shared.datasets.ClientDatasets'>, <class 'azureml.automl.runtime.shared.pipeline_spec.PipelineSpec'>, <class 'azureml.automl.runtime.shared.problem_info.ProblemInfo'>], {'sets_to_run': <class 'list'>, 'subsample_percent': <class 'NoneType'>, 'random_state': <class 'NoneType'>, 'subsample_seed': <class 'int'>, 'include_models': <class 'bool'>}
2021-02-14 09:07:50.543 - INFO - 17395 - azureml.automl.runtime.distributed.utilities.horovod_initialized:58 - Horovod not found in current environment. Distribution via Horovod will be disabled.
2021-02-14 09:07:51.482 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - memory usage 1534074880
2021-02-14 09:07:51.482 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - child memory usage 2104569856
2021-02-14 09:07:51.483 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - cpu time 66.89765
2021-02-14 09:07:51.483 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - child cpu time 205.667046
2021-02-14 09:07:53.396 - INFO - 17395 - azureml.automl.runtime.featurization.data_transformer.__init__:184 - Feature sweeping enabled: False
2021-02-14 09:07:53.396 - INFO - 17395 - azureml.automl.runtime.featurization.data_transformer.__init__:185 - Feature sweeping timeout: 86400
2021-02-14 09:07:54.120 - INFO - 17395 - azureml.automl.runtime.shared.runner._log_activity:54 - ActivityStarted: Run
2021-02-14 09:07:54.120 - INFO - 17395 - azureml.automl.runtime.shared.file_cache_store.load:229 - Loading from file cache
2021-02-14 09:07:54.120 - INFO - 17395 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: load
2021-02-14 09:07:54.120 - INFO - 17395 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:263 - Loading the saved_as object from cache.
2021-02-14 09:07:54.156 - INFO - 17395 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:266 - The saved_as object is: {'featurized_cv_split_0': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_1': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_2': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_3': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_4': <_SavedAsProtocol.PICKLE: 1>, 'X': <_SavedAsProtocol.SCIPY: 3>, 'y': <_SavedAsProtocol.NUMPY: 2>, 'X_valid': <_SavedAsProtocol.PICKLE: 1>, 'y_valid': <_SavedAsProtocol.PICKLE: 1>, 'X_raw_cleaned': <_SavedAsProtocol.PICKLE: 1>, 'y_raw_cleaned': <_SavedAsProtocol.NUMPY: 2>, 'X_valid_raw_cleaned': <_SavedAsProtocol.PICKLE: 1>, 'y_valid_raw_cleaned': <_SavedAsProtocol.PICKLE: 1>, 'sample_weight': <_SavedAsProtocol.PICKLE: 1>, 'sample_weight_valid': <_SavedAsProtocol.PICKLE: 1>, 'x_raw_column_names': <_SavedAsProtocol.PICKLE: 1>, 'cv_splits_indices': <_SavedAsProtocol.PICKLE: 1>, 'transformers': <_SavedAsProtocol.PICKLE: 1>, 'cv_splits': <_SavedAsProtocol.PICKLE: 1>, '_on_demand_pickle_keys': <_SavedAsProtocol.PICKLE: 1>, 'timeseries': <_SavedAsProtocol.PICKLE: 1>, 'timeseries_param_dict': <_SavedAsProtocol.PICKLE: 1>, 'data_snapshot_str': <_SavedAsProtocol.PICKLE: 1>, 'class_labels': <_SavedAsProtocol.NUMPY: 2>, 'X_raw': <_SavedAsProtocol.PICKLE: 1>, 'y_raw': <_SavedAsProtocol.NUMPY: 2>, 'train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'featurized train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'dataset_cached_keys': <_SavedAsProtocol.PICKLE: 1>}
2021-02-14 09:07:54.165 - INFO - 17395 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=load, HowEnded=Success, Duration=45.15[ms]
2021-02-14 09:07:54.166 - INFO - 17395 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: get
2021-02-14 09:07:54.166 - INFO - 17395 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: dataset_cached_keys
2021-02-14 09:07:54.176 - INFO - 17395 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=get, HowEnded=Success, Duration=10.27[ms]
2021-02-14 09:07:54.176 - INFO - 17395 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: get
2021-02-14 09:07:54.176 - INFO - 17395 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: y_raw
2021-02-14 09:07:54.195 - INFO - 17395 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: train CV splits
2021-02-14 09:07:54.205 - INFO - 17395 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: X
2021-02-14 09:07:54.260 - INFO - 17395 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: featurized train CV splits
2021-02-14 09:07:54.271 - INFO - 17395 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: y
2021-02-14 09:07:54.288 - INFO - 17395 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: class_labels
2021-02-14 09:07:54.299 - INFO - 17395 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: X_raw
2021-02-14 09:07:54.380 - INFO - 17395 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=get, HowEnded=Success, Duration=203.24[ms]
2021-02-14 09:07:54.380 - INFO - 17395 - azureml.automl.runtime.shared.runner._log_activity:54 - ActivityStarted: TrainFull
2021-02-14 09:07:54.382 - INFO - 17395 - azureml.automl.runtime.shared.file_cache_store.load:229 - Loading from file cache
2021-02-14 09:07:54.382 - INFO - 17395 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: load
2021-02-14 09:07:54.382 - INFO - 17395 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:263 - Loading the saved_as object from cache.
2021-02-14 09:07:54.396 - INFO - 17395 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:266 - The saved_as object is: {'featurized_cv_split_0': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_1': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_2': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_3': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_4': <_SavedAsProtocol.PICKLE: 1>, 'X': <_SavedAsProtocol.SCIPY: 3>, 'y': <_SavedAsProtocol.NUMPY: 2>, 'X_valid': <_SavedAsProtocol.PICKLE: 1>, 'y_valid': <_SavedAsProtocol.PICKLE: 1>, 'X_raw_cleaned': <_SavedAsProtocol.PICKLE: 1>, 'y_raw_cleaned': <_SavedAsProtocol.NUMPY: 2>, 'X_valid_raw_cleaned': <_SavedAsProtocol.PICKLE: 1>, 'y_valid_raw_cleaned': <_SavedAsProtocol.PICKLE: 1>, 'sample_weight': <_SavedAsProtocol.PICKLE: 1>, 'sample_weight_valid': <_SavedAsProtocol.PICKLE: 1>, 'x_raw_column_names': <_SavedAsProtocol.PICKLE: 1>, 'cv_splits_indices': <_SavedAsProtocol.PICKLE: 1>, 'transformers': <_SavedAsProtocol.PICKLE: 1>, 'cv_splits': <_SavedAsProtocol.PICKLE: 1>, '_on_demand_pickle_keys': <_SavedAsProtocol.PICKLE: 1>, 'timeseries': <_SavedAsProtocol.PICKLE: 1>, 'timeseries_param_dict': <_SavedAsProtocol.PICKLE: 1>, 'data_snapshot_str': <_SavedAsProtocol.PICKLE: 1>, 'class_labels': <_SavedAsProtocol.NUMPY: 2>, 'X_raw': <_SavedAsProtocol.PICKLE: 1>, 'y_raw': <_SavedAsProtocol.NUMPY: 2>, 'train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'featurized train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'dataset_cached_keys': <_SavedAsProtocol.PICKLE: 1>}
2021-02-14 09:07:54.422 - INFO - 17395 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=load, HowEnded=Success, Duration=40.17[ms]
2021-02-14 09:07:54.423 - INFO - 17395 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: get
2021-02-14 09:07:54.423 - INFO - 17395 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: timeseries
2021-02-14 09:07:54.434 - INFO - 17395 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=get, HowEnded=Success, Duration=11.03[ms]
2021-02-14 09:07:54.434 - INFO - 17395 - azureml.automl.runtime.shared.runner._log_activity:54 - ActivityStarted: TimeFit
2021-02-14 09:07:55.320 - INFO - 17395 - azureml.automl.runtime.shared.runner._log_activity:92 - ActivityCompleted: Activity=TimeFit, HowEnded=Success, Duration=885.61[ms]
2021-02-14 09:07:55.320 - INFO - 17395 - azureml.automl.runtime.shared.metrics_utilities._log_activity:54 - ActivityStarted: Predict
2021-02-14 09:07:55.402 - INFO - 17395 - azureml.automl.runtime.shared.metrics_utilities._log_activity:92 - ActivityCompleted: Activity=Predict, HowEnded=Success, Duration=81.84[ms]
2021-02-14 09:07:55.403 - INFO - 17395 - azureml.automl.runtime.shared.metrics_utilities._log_activity:54 - ActivityStarted: ComputeMetrics
2021-02-14 09:07:55.405 - INFO - 17395 - azureml.automl.runtime.shared.metrics_utilities.log_classification_debug:139 - Classification metrics debug: {'y_test': (32950,), 'y_pred_probs': (32950, 2), 'unique_y_test': (2,), 'class_labels': (2,), 'train_labels': (2,), 'n_missing_train': 0, 'n_missing_valid': 0, 'sample_weight': None}
2021-02-14 09:07:55.791 - INFO - 17395 - azureml.automl.runtime.shared.metrics_utilities._log_activity:92 - ActivityCompleted: Activity=ComputeMetrics, HowEnded=Success, Duration=388.56[ms]
2021-02-14 09:07:55.792 - INFO - 17395 - azureml.automl.runtime.shared.runner._log_activity:92 - ActivityCompleted: Activity=TrainFull, HowEnded=Success, Duration=1411.71[ms]
2021-02-14 09:07:55.792 - INFO - 17395 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: get
2021-02-14 09:07:55.792 - INFO - 17395 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: dataset_cached_keys
2021-02-14 09:07:55.852 - INFO - 17395 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=get, HowEnded=Success, Duration=60.26[ms]
2021-02-14 09:07:56.022 - INFO - 17395 - azureml.automl.runtime.shared.runner._log_activity:92 - ActivityCompleted: Activity=Run, HowEnded=Success, Duration=1902.07[ms]
2021-02-14 09:07:57.343 - INFO - 5842 - azureml.automl.runtime.pipeline_run_helper._log_activity:92 - ActivityCompleted: Activity=RunPipeline, HowEnded=Success, Duration=25459.33[ms]
2021-02-14 09:07:57.344 - INFO - 5842 - azureml.automl.runtime.fit_pipeline._fit_pipeline_internal:302 - Pipeline execution finished with a score of 0.9004552352048559
2021-02-14 09:07:57.395 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_8][After executing pipeline]memory usage 1534136320
2021-02-14 09:07:57.395 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_8][After executing pipeline]child memory usage 1677905920
2021-02-14 09:07:57.396 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_8][After executing pipeline]cpu time 67.081808
2021-02-14 09:07:57.396 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_8][After executing pipeline]child cpu time 214.03711
2021-02-14 09:07:57.397 - INFO - 5842 - azureml.automl.runtime.fit_pipeline._log_activity:54 - ActivityStarted: SaveModelArtifacts
2021-02-14 09:07:57.397 - INFO - 5842 - azureml.automl.runtime.fit_pipeline._save_artifacts_internal:522 - Saving the partially trained fitted models.
2021-02-14 09:07:58.704 - INFO - 5842 - azureml.automl.runtime.fit_pipeline._save_artifacts_internal:628 - Updating child run properties with model name AutoML6582c993e8 and size 126955 bytes.
2021-02-14 09:07:58.789 - INFO - 5842 - azureml.automl.runtime.fit_pipeline._log_activity:92 - ActivityCompleted: Activity=SaveModelArtifacts, HowEnded=Success, Duration=1391.48[ms]
2021-02-14 09:07:59.222 - INFO - 5842 - azureml.automl.runtime.fit_pipeline._log_metrics_info:839 - run_id:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_8, pipeline_id:8d8bbc86e60505299c7e25ffdf284c5d4f3fd55d,The following metrics have been logged for the child run: {'AUC_micro': 0.9722159155017144, 'balanced_accuracy': 0.5756469152065128, 'confusion_matrix': <class 'dict'>, 'precision_score_micro': 0.9004552352048559, 'AUC_macro': 0.9208415784483652, 'recall_score_macro': 0.5756469152065128, 'f1_score_weighted': 0.8697755800021707, 'matthews_correlation': 0.32082492292321374, 'recall_score_weighted': 0.9004552352048559, 'precision_score_weighted': 0.8895611795618829, 'average_precision_score_weighted': 0.9418056799446033, 'average_precision_score_macro': 0.7771479347081284, 'accuracy': 0.9004552352048559, 'log_loss': 0.21568945256794528, 'accuracy_table': <class 'dict'>, 'recall_score_micro': 0.9004552352048559, 'precision_score_macro': 0.8418958636060525, 'weighted_accuracy': 0.9811308201477855, 'f1_score_micro': 0.9004552352048558, 'norm_macro_recall': 0.15129383041302552, 'f1_score_macro': 0.603639975238842, 'AUC_weighted': 0.9208415784483652, 'average_precision_score_micro': 0.9733649827322631, 'predict_time': 0.0231516, 'train time': 0.796888, 'fit_time': 0.7737364}.
2021-02-14 09:07:59.222 - INFO - 5842 - azureml.automl.runtime.fit_pipeline._run_model_explanability:419 - Bypassing model explanations as the explanations for the best run will be performed during training
2021-02-14 09:07:59.413 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_8][End fit_pipeline]memory usage 1534148608
2021-02-14 09:07:59.413 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_8][End fit_pipeline]child memory usage 1677918208
2021-02-14 09:07:59.414 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_8][End fit_pipeline]cpu time 67.585025
2021-02-14 09:07:59.415 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_8][End fit_pipeline]child cpu time 214.03711
2021-02-14 09:07:59.531 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_8][End fit_pipeline]memory usage 1534148608
2021-02-14 09:07:59.531 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_8][End fit_pipeline]child memory usage 1677918208
2021-02-14 09:07:59.532 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_8][End fit_pipeline]cpu time 67.624755
2021-02-14 09:07:59.532 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_8][End fit_pipeline]child cpu time 214.03711
2021-02-14 09:07:59.533 - INFO - 5842 - azureml.train.automl.runtime._automl_job_phases.training_iteration_phase.run:61 - Child run completed with accuracy=0.9004552352048559 after 0.796888 seconds.
2021-02-14 09:07:59.533 - INFO - 5842 - azureml.automl.core._run.run_lifecycle_utilities.complete_run:72 - Marking run AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_8 as Completed.
2021-02-14 09:08:01.543 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - memory usage 1534156800
2021-02-14 09:08:01.543 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - child memory usage 1677926400
2021-02-14 09:08:01.543 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - cpu time 67.716333
2021-02-14 09:08:01.544 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - child cpu time 214.03711
2021-02-14 09:08:05.508 - INFO - 5842 - azureml.train.automl.runtime._runtime_client._log_activity:92 - ActivityCompleted: Activity=FitIteration, HowEnded=Success, Duration=35125.56[ms]
2021-02-14 09:08:05.509 - INFO - 5842 - azureml.train.automl.runtime._runtime_client._execute_all_iterations:436 - Start iteration: 9
2021-02-14 09:08:05.509 - INFO - 5842 - azureml.train.automl.runtime._runtime_client._log_activity:54 - ActivityStarted: FitIteration
2021-02-14 09:08:05.518 - INFO - 5842 - azureml.train.automl._azureautomlclient._log_activity:54 - ActivityStarted: GetPipeline
2021-02-14 09:08:05.519 - INFO - 5842 - azureml.train.automl._azureautomlclient._get_tasks:766 - Querying Jasmine for a max of next 1 tasks.
2021-02-14 09:08:06.666 - INFO - 5842 - azureml.train.automl._azureautomlclient._log_activity:92 - ActivityCompleted: Activity=GetPipeline, HowEnded=Success, Duration=1147.9[ms]
2021-02-14 09:08:06.666 - INFO - 5842 - azureml.train.automl.runtime._runtime_client._fit_iteration:646 - Received pipeline ID c97b3fbbb3a9906a67294dc582d3b4ea08e83349
2021-02-14 09:08:06.724 - INFO - 5842 - azureml.automl.core._run.run_lifecycle_utilities.start_run:54 - Marking run AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_9 as Started.
2021-02-14 09:08:06.886 - INFO - 5842 - azureml.train.automl.runtime._automl_job_phases.training_iteration_phase.run:36 - Beginning the training iteration for run AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_9.
2021-02-14 09:08:06.889 - INFO - 5842 - azureml.automl.runtime.fit_pipeline.log_system_info:399 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_9]CPU logical cores: 4, CPU cores: 4, virtual memory: 14706561024, swap memory: 0.
2021-02-14 09:08:06.889 - INFO - 5842 - azureml.automl.runtime.fit_pipeline.log_system_info:406 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_9]Platform information: Linux.
2021-02-14 09:08:06.940 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_9][Starting fit_pipeline]memory usage 1534169088
2021-02-14 09:08:06.940 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_9][Starting fit_pipeline]child memory usage 1677938688
2021-02-14 09:08:06.941 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_9][Starting fit_pipeline]cpu time 67.937854
2021-02-14 09:08:06.941 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_9][Starting fit_pipeline]child cpu time 214.03711
2021-02-14 09:08:06.942 - INFO - 5842 - azureml.automl.runtime.fit_pipeline._check_iteration_time:793 - Component PrepareData finished after 0.0008785 minutes.
2021-02-14 09:08:06.990 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_9][Before executing pipeline]memory usage 1534169088
2021-02-14 09:08:06.990 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_9][Before executing pipeline]child memory usage 1677938688
2021-02-14 09:08:06.990 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_9][Before executing pipeline]cpu time 67.954315
2021-02-14 09:08:06.991 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_6582c993-e069-4890-80d2-8ba9d7be087c_9][Before executing pipeline]child cpu time 214.03711
2021-02-14 09:08:06.991 - INFO - 5842 - azureml.automl.runtime.pipeline_run_helper._log_activity:54 - ActivityStarted: RunPipeline
2021-02-14 09:08:07.114 - INFO - 5842 - azureml.automl.runtime.shared.resource_limits.__init__:78 - Limits set to mem_in_mb=None, wall_time_in_s=1440, total_wall_time_in_s=31449600, cpu_time_in_s=None, num_processes=None, grace_period_in_s=None, 
2021-02-14 09:08:07.115 - INFO - 5842 - azureml.automl.runtime.shared.limit_function_call_spawn.execute:100 - Calling function <bound method ClientRunner._run of <azureml.automl.runtime.shared.runner.ClientRunner object at 0x7f30ad1e0d30>> with argument types: [<class 'azureml.automl.runtime.shared.datasets.ClientDatasets'>, <class 'azureml.automl.runtime.shared.pipeline_spec.PipelineSpec'>, <class 'azureml.automl.runtime.shared.problem_info.ProblemInfo'>], {'sets_to_run': <class 'list'>, 'subsample_percent': <class 'float'>, 'random_state': <class 'NoneType'>, 'subsample_seed': <class 'NoneType'>, 'include_models': <class 'bool'>}
2021-02-14 09:08:10.447 - INFO - 17968 - azureml.automl.runtime.distributed.utilities.horovod_initialized:58 - Horovod not found in current environment. Distribution via Horovod will be disabled.
2021-02-14 09:08:11.620 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - memory usage 1534177280
2021-02-14 09:08:11.621 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - child memory usage 2151927808
2021-02-14 09:08:11.621 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - cpu time 68.141663
2021-02-14 09:08:11.622 - INFO - 5842 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - child cpu time 214.03711
2021-02-14 09:08:13.340 - INFO - 17968 - azureml.automl.runtime.featurization.data_transformer.__init__:184 - Feature sweeping enabled: False
2021-02-14 09:08:13.340 - INFO - 17968 - azureml.automl.runtime.featurization.data_transformer.__init__:185 - Feature sweeping timeout: 86400
2021-02-14 09:08:14.121 - INFO - 17968 - azureml.automl.runtime.shared.runner._log_activity:54 - ActivityStarted: Run
2021-02-14 09:08:14.121 - INFO - 17968 - azureml.automl.runtime.shared.file_cache_store.load:229 - Loading from file cache
2021-02-14 09:08:14.121 - INFO - 17968 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: load
2021-02-14 09:08:14.122 - INFO - 17968 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:263 - Loading the saved_as object from cache.
